,sub,onset,offset,cat,tier,group,latency,latency group
125,1,166.952,167.907,come stai? (CW),Infant voc,1,1.1469999999999914,within person
126,1,167.911,169.901,xxx,Infant voc,1,0.003999999999990678,within person
127,1,169.977,170.563,come sta? (QE),Caregiver voc,1,0.0759999999999934,infant-cg
128,1,171.038,171.524,bene (CW),Infant voc,1,0.47500000000002274,cg-infant
129,1,171.642,172.228,sta bene? (QE),Caregiver voc,1,0.117999999999995,infant-cg
130,1,172.231,172.73,meglio? ( - ),Caregiver voc,1,0.002999999999985903,within person
131,1,173.41,174.606,xxx,Infant voc,1,0.6800000000000068,cg-infant
132,1,174.811,175.746,papà papà (CW),Infant voc,1,0.2050000000000125,within person
133,1,175.686,177.169,ma come si mette giù il telefono (QA),Caregiver voc,1,-0.060000000000002274,infant-cg
134,1,177.17,177.649,così? (C),Caregiver voc,1,0.0009999999999763531,within person
135,1,178.262,179.61,la mamma lo butta per terra? (QM),Caregiver voc,1,0.6129999999999995,within person
136,1,179.761,180.61,o lo mette via così? (QM),Caregiver voc,1,0.15099999999998204,within person
137,1,180.783,182.106,sennò dopo non suona più (RE),Caregiver voc,1,0.1729999999999734,within person
138,1,182.163,182.986,se sono messi male ( - ),Caregiver voc,1,0.05700000000001637,within person
139,1,182.987,184.294, te l’ho insegnato tante volte (RM),Caregiver voc,1,0.0010000000000047748,within person
140,1,184.482,184.807,sì (CW),Infant voc,1,0.18799999999998818,cg-infant
141,1,184.887,186.203,xxx non lo metti male xxx. (I RA I),Caregiver voc,1,0.0800000000000125,infant-cg
142,1,187.381,188.689,xxx,Infant voc,1,1.1779999999999973,cg-infant
143,1,189.31,190.0,xxx ,Infant voc,1,0.6210000000000093,within person
144,1,189.504,190.005,allora (C),Caregiver voc,1,-0.4960000000000093,infant-cg
145,1,192.108,193.418,ci vuole prima quello verde (RE),Caregiver voc,1,2.1030000000000086,within person
146,1,193.421,193.882,spetta (DA),Caregiver voc,1,0.002999999999985903,within person
147,1,194.264,194.807,girati così (DA),Caregiver voc,1,0.382000000000005,within person
148,1,194.771,195.302,xxx,Infant voc,1,-0.036000000000001364,cg-infant
149,1,194.808,195.686,che li vedi tutti ( - ),Caregiver voc,1,-0.4939999999999998,infant-cg
150,1,195.739,196.202,xxx,Caregiver voc,1,0.05299999999999727,within person
151,1,196.586,197.005,xxx,Infant voc,1,0.38400000000001455,cg-infant
152,1,197.219,199.221,allora ci vuole prima quello verde (C RE),Caregiver voc,1,0.21399999999999864,infant-cg
153,1,199.224,199.804,da metter giù. ( - ),Caregiver voc,1,0.002999999999985903,within person
154,1,200.9,201.809,eh il verde (CW),Infant voc,1,1.0960000000000036,cg-infant
155,1,202.109,202.814,dov’è il verde? (QE),Caregiver voc,1,0.30000000000001137,infant-cg
156,1,202.825,203.305,là (CW),Infant voc,1,0.01099999999999568,cg-infant
157,1,203.307,203.599,xxx,Infant voc,1,0.001999999999981128,within person
158,1,205.435,205.807,qua (CW),Infant voc,1,1.8360000000000127,within person
159,1,205.728,206.708,poi quello giallo (RE),Caregiver voc,1,-0.07899999999997931,infant-cg
160,1,206.73,207.406,verde (CW),Infant voc,1,0.02199999999999136,cg-infant
161,1,208.041,208.844,quello giallo ( - ),Caregiver voc,1,0.6349999999999909,infant-cg
162,1,212.202,212.907,giallo dov’è? (QE),Caregiver voc,1,3.358000000000004,within person
163,1,213.564,213.809,qua (CW),Infant voc,1,0.6569999999999823,cg-infant
164,1,215.062,216.004,e adesso quello blu (RE),Caregiver voc,1,1.2530000000000143,infant-cg
165,1,217.94,219.008,blu ho detto io (RM),Caregiver voc,1,1.936000000000007,within person
166,1,219.764,220.808,è blu quello?	(QE),Caregiver voc,1,0.7560000000000002,within person
167,1,221.404,221.929,no (CW),Caregiver voc,1,0.5960000000000036,within person
168,1,222.188,222.907,dov’è quello blu? (QE),Caregiver voc,1,0.25899999999998613,within person
169,1,223.474,223.812,xxx,Infant voc,1,0.5669999999999789,cg-infant
170,1,224.363,225.327,guarda bene in giro. (DA),Caregiver voc,1,0.5509999999999877,infant-cg
171,1,225.33,225.955,dov’è quello blu? (QE),Caregiver voc,1,0.0030000000000143245,within person
172,1,226.295,226.797,qua (CW),Infant voc,1,0.339999999999975,cg-infant
173,1,226.975,228.263,di qua blu (RE),Caregiver voc,1,0.17799999999999727,infant-cg
174,1,229.063,229.765,questo è rosso (RE),Caregiver voc,1,0.799999999999983,within person
175,1,229.766,230.404,il blu è qui.	(RE),Caregiver voc,1,0.0010000000000047748,within person
176,1,235.005,236.045,xxx blu (CW),Infant voc,1,4.600999999999999,cg-infant
177,1,236.26,237.002,è questo il blu,Caregiver voc,1,0.2150000000000034,infant-cg
178,1,237.14,238.404,è anche l’altro pezzo (RE),Caregiver voc,1,0.1379999999999768,within person
179,1,239.478,240.606,si mette dentro quello blu.(RE),Caregiver voc,1,1.0740000000000123,within person
180,1,241.599,243.543,e poi quello rosso piccolino (RE),Caregiver voc,1,0.992999999999995,within person
181,1,243.923,244.4,ah,Infant voc,1,0.37999999999999545,cg-infant
182,1,245.043,245.601,mmm (AN),Caregiver voc,1,0.6430000000000007,infant-cg
183,1,246.676,249.28,adesso devi mettere sopra ancora quello rosso piccolino (DA),Caregiver voc,1,1.0749999999999886,within person
184,1,249.282,249.908,girato così. ( - ),Caregiver voc,1,0.0020000000000095497,within person
185,1,252.312,252.563,ah ,Infant voc,1,2.404000000000025,cg-infant
186,1,253.296,253.803,ok (C),Caregiver voc,1,0.7330000000000041,infant-cg
187,1,255.522,256.368,poi quello blu (RE),Caregiver voc,1,1.718999999999994,within person
188,1,256.619,256.987,no,Infant voc,1,0.2510000000000332,cg-infant
189,1,257.504,258.922,xxx,Infant voc,1,0.5169999999999959,within person
190,1,258.466,259.692,continua vedi la botte (DA),Caregiver voc,1,-0.4560000000000173,infant-cg
191,1,263.901,264.305,oh,Infant voc,1,4.209000000000003,cg-infant
192,1,266.171,266.682,oh,Infant voc,1,1.8659999999999854,within person
193,1,266.864,268.405,adesso metti dentro quello là (DA),Caregiver voc,1,0.18199999999995953,infant-cg
194,1,269.482,270.381,poi chiudi quello blu. (DA),Caregiver voc,1,1.077000000000055,within person
195,1,270.417,271.328,col coperchietto ( - ),Caregiver voc,1,0.036000000000001364,within person
196,1,271.332,271.887,così (C),Caregiver voc,1,0.004000000000019099,within person
197,1,273.502,273.753,poi ,Caregiver voc,1,1.615000000000009,within person
198,1,273.757,274.608,adesso quello giallo (RE),Caregiver voc,1,0.004000000000019099,within person
199,1,278.202,278.884,poi verde (RE),Caregiver voc,1,3.593999999999994,within person
200,1,278.889,279.707,sì verde (C RE),Caregiver voc,1,0.0049999999999954525,within person
201,1,283.701,284.303,giallo (CW),Infant voc,1,3.994000000000028,cg-infant
202,1,284.517,285.005,e rosso (RE),Caregiver voc,1,0.21399999999999864,infant-cg
203,1,288.28,288.865,ecco ,Caregiver voc,1,3.2749999999999773,within person
204,1,290.719,291.312,aprama ,Infant voc,1,1.853999999999985,cg-infant
205,1,292.116,292.767,apriamo?(W),Caregiver voc,1,0.8039999999999736,infant-cg
206,1,292.932,293.266,sì ,Infant voc,1,0.16500000000002046,cg-infant
207,1,293.855,294.112,tira (DA),Caregiver voc,1,0.5889999999999986,infant-cg
208,1,295.294,295.728,no (CW),Infant voc,1,1.1819999999999595,cg-infant
209,1,295.857,296.803,no ce la fai?(QO),Caregiver voc,1,0.1290000000000191,infant-cg
210,1,298.027,298.542,eh,Infant voc,1,1.2239999999999895,cg-infant
211,1,299.477,300.006,oh (CW),Caregiver voc,1,0.9350000000000023,infant-cg
212,1,301.041,302.127,questo di che colore è? (QE),Caregiver voc,1,1.035000000000025,within person
213,1,303.041,303.542,bianco (CW),Infant voc,1,0.9139999999999873,cg-infant
214,1,303.891,304.601,bianco (RE),Caregiver voc,1,0.3490000000000464,infant-cg
215,1,305.517,306.367,questo? (QE),Caregiver voc,1,0.9159999999999968,within person
216,1,309.538,310.307,che colore è? ( - ),Caregiver voc,1,3.1709999999999923,within person
217,1,310.307,310.883,verde (CW),Infant voc,1,0.0,cg-infant
218,1,310.993,311.744,verde (RE),Caregiver voc,1,0.11000000000001364,infant-cg
219,1,311.748,312.604,metti in fila (DA),Caregiver voc,1,0.003999999999962256,within person
220,1,313.646,314.389,questo? (QE),Caregiver voc,1,1.04200000000003,within person
221,1,314.595,315.199,che colore è?	( - ),Caregiver voc,1,0.20600000000001728,within person
222,1,315.973,316.66,giallo (CW),Infant voc,1,0.7740000000000009,cg-infant
223,1,316.998,317.884,giallo (RE),Caregiver voc,1,0.33799999999996544,infant-cg
224,1,319.171,320.531,questo di che colore è? (QE),Caregiver voc,1,1.2869999999999777,within person
225,1,321.642,322.165,bu,Infant voc,1,1.11099999999999,cg-infant
226,1,322.409,322.843,blu (RE),Caregiver voc,1,0.24399999999997135,infant-cg
227,1,324.398,325.196,e questo? (QE),Caregiver voc,1,1.5550000000000068,within person
228,1,325.725,326.649,rosso (CW),Infant voc,1,0.5289999999999964,cg-infant
229,1,326.675,327.805,e qui non ce n’è più. (RE),Caregiver voc,1,0.02600000000001046,infant-cg
230,1,329.165,330.467,è il più piccolo questo. (RE),Caregiver voc,1,1.3600000000000136,within person
231,1,331.804,332.325,pu,Infant voc,1,1.336999999999989,cg-infant
232,1,333.295,333.798,ah,Infant voc,1,0.9700000000000273,within person
233,1,335.882,337.882,xxx,Infant voc,1,2.084000000000003,within person
234,1,338.133,339.409,li rimettiamo dentro? (W),Caregiver voc,1,0.25099999999997635,infant-cg
235,1,339.416,340.0,sì (CW),Infant voc,1,0.007000000000005002,cg-infant
236,1,340.502,341.825,allora aprili tutti (DA),Caregiver voc,1,0.5020000000000095,infant-cg
237,1,347.159,347.807,queto,Infant voc,1,5.334000000000003,cg-infant
238,1,348.585,349.325,queto,Infant voc,1,0.7779999999999632,within person
239,1,350.8,351.307,allora(C),Caregiver voc,1,1.4750000000000227,infant-cg
240,1,351.313,352.367,prima quello rosso (RE),Caregiver voc,1,0.005999999999971806,within person
241,1,352.368,353.409,poi quello verde (RE),Caregiver voc,1,0.0009999999999763531,within person
242,1,353.407,355.409,xxx,Infant voc,1,-0.0020000000000095497,cg-infant
243,1,357.561,358.909,xxx,Infant voc,1,2.151999999999987,within person
244,1,359.195,360.145,no l’hai preso. (C RA),Caregiver voc,1,0.28600000000000136,infant-cg
245,1,360.147,360.661,non c'è più (RE),Caregiver voc,1,0.0020000000000095497,within person
246,1,360.661,361.087,era là ( - ),Caregiver voc,1,0.0,within person
247,1,361.087,361.804,ma è questo (RE),Caregiver voc,1,0.0,within person
248,1,362.264,363.414,quello che avevi appoggiato lì ( - ),Caregiver voc,1,0.4600000000000364,within person
249,1,364.8,370.568,xxx,Infant voc,1,1.386000000000024,cg-infant
250,1,368.707,370.209,[mamma ride] (AL) ,Caregiver voc,1,-1.86099999999999,infant-cg
251,1,371.4,373.069,non c’entra niente veramente così.	(RE),Caregiver voc,1,1.190999999999974,within person
252,1,374.165,374.665,xxx,Infant voc,1,1.0960000000000036,cg-infant
253,1,374.943,375.543,verde (CW),Infant voc,1,0.27799999999996317,within person
254,1,376.348,380.411,xxx,Infant voc,1,0.8050000000000068,within person
255,1,380.898,381.932, là quello verde.(RE),Caregiver voc,1,0.4870000000000232,infant-cg
256,1,383.015,383.509,ah,Infant voc,1,1.08299999999997,cg-infant
257,1,384.502,385.005,ah,Infant voc,1,0.992999999999995,within person
258,1,385.758,386.195,xxx,Infant voc,1,0.7529999999999859,within person
259,1,387.126,388.328,giallo adesso (RE),Caregiver voc,1,0.9309999999999832,infant-cg
260,1,389.296,390.929,eto plaio ,Infant voc,1,0.9680000000000177,cg-infant
261,1,392.479,392.966,poi blu (RE),Caregiver voc,1,1.5500000000000114,infant-cg
262,1,393.502,394.31,non ci va. (RE),Caregiver voc,1,0.5360000000000014,within person
263,1,394.644,395.33,eh blu (CW),Infant voc,1,0.3340000000000032,cg-infant
264,1,397.019,397.339,xxx,Infant voc,1,1.6890000000000214,within person
265,1,398.89,399.307,oh,Infant voc,1,1.5509999999999877,within person
266,1,399.771,400.411,lo apriamo? (W),Caregiver voc,1,0.46399999999999864,infant-cg
267,1,400.902,401.33,sì (CW),Infant voc,1,0.49099999999998545,cg-infant
268,1,405.162,405.744,ecco,Infant voc,1,3.8319999999999936,within person
269,1,406.328,406.785,poi? (QE),Caregiver voc,1,0.5839999999999463,infant-cg
270,1,408.5,409.55,xxx,Infant voc,1,1.714999999999975,cg-infant
271,1,409.278,410.405,quello rosso piccolo (RE),Caregiver voc,1,-0.27199999999999136,infant-cg
272,1,412.524,413.803,oi rosso (CW),Infant voc,1,2.119000000000028,cg-infant
273,1,417.184,417.486,eh no (C),Caregiver voc,1,3.3810000000000286,infant-cg
274,1,417.489,418.299, così il contrario (RE),Caregiver voc,1,0.002999999999985903,within person
275,1,418.299,419.086,adesso li chiudi (RA),Caregiver voc,1,0.0,within person
276,1,419.087,419.409,vero? (C),Caregiver voc,1,0.0009999999999763531,within person
277,1,420.771,421.244,così (C),Caregiver voc,1,1.3620000000000232,within person
278,1,422.015,423.209,poi devi mettere quello blu (DA),Caregiver voc,1,0.7709999999999582,within person
279,1,423.212,423.769,guarda così (DA),Caregiver voc,1,0.002999999999985903,within person
280,1,423.775,424.926,xxx,Caregiver voc,1,0.005999999999971806,within person
281,1,425.596,425.995,ecco,Infant voc,1,0.6700000000000159,cg-infant
282,1,427.156,427.726,giallo (RE),Caregiver voc,1,1.1610000000000014,infant-cg
283,1,428.944,429.388,queto,Infant voc,1,1.2180000000000177,cg-infant
284,1,430.196,430.662,verde (RE),Caregiver voc,1,0.8080000000000496,infant-cg
285,1,435.192,435.658,xxx,Infant voc,1,4.53000000000003,cg-infant
286,1,436.259,436.701,queto ,Infant voc,1,0.6009999999999991,within person
287,1,436.876,437.284,xxx,Infant voc,1,0.17499999999995453,within person
288,1,436.905,437.402,poi? (QE),Caregiver voc,1,-0.3790000000000191,infant-cg
289,1,438.245,439.407,xxx,Infant voc,1,0.8430000000000177,cg-infant
290,1,439.038,440.206,guarda là quell’altro (DA),Caregiver voc,1,-0.36899999999997135,infant-cg
291,1,440.597,441.282,mama,Infant voc,1,0.3909999999999627,cg-infant
292,1,442.64,444.266,xxx mamma,Infant voc,1,1.358000000000004,within person
293,1,445.561,446.646,oh tira (C DA),Caregiver voc,1,1.294999999999959,infant-cg
294,1,469.807,470.409,xxx,Infant voc,1,23.161,cg-infant
295,1,471.271,471.725,ia,Infant voc,1,0.8620000000000232,within person
296,1,472.386,473.038,xxx,Infant voc,1,0.6610000000000014,within person
297,1,474.812,475.357,gaia,Infant voc,1,1.774000000000001,within person
298,1,475.608,476.173,bima,Infant voc,1,0.25099999999997635,within person
299,1,476.969,477.406,ah,Infant voc,1,0.7959999999999923,within person
300,1,478.008,478.629,boma,Infant voc,1,0.6019999999999754,within person
301,1,478.772,479.746,xxx,Infant voc,1,0.14299999999997226,within person
302,1,480.362,480.83,ah,Infant voc,1,0.6160000000000423,within person
303,1,481.362,482.461,petite,Infant voc,1,0.5320000000000391,within person
304,1,482.948,483.37,ah,Infant voc,1,0.48699999999996635,within person
305,1,483.782,484.828,petite,Infant voc,1,0.4119999999999777,within person
306,1,485.131,485.456,ah,Infant voc,1,0.30299999999999727,within person
307,1,486.087,486.746,xxx,Infant voc,1,0.6309999999999718,within person
308,1,488.037,488.726,mama,Infant voc,1,1.2909999999999968,within person
309,1,489.619,490.201,xxx,Infant voc,1,0.8930000000000291,within person
310,1,491.334,491.904,aia,Infant voc,1,1.1329999999999814,within person
311,1,492.804,493.267,tite,Infant voc,1,0.8999999999999773,within person
312,1,493.554,494.407,aia,Infant voc,1,0.2869999999999777,within person
313,1,494.578,495.086,tite,Infant voc,1,0.17099999999999227,within person
314,1,495.094,495.619,mama,Infant voc,1,0.007999999999981355,within person
315,1,495.977,496.423,tite,Infant voc,1,0.35799999999994725,within person
316,1,496.75,497.13,mama,Infant voc,1,0.3269999999999982,within person
317,1,497.427,497.846,tite,Infant voc,1,0.29700000000002547,within person
318,1,498.149,498.683,mama,Infant voc,1,0.30299999999999727,within person
319,1,498.897,500.671,e questo trenino qua come farà? (QE),Caregiver voc,1,0.21399999999999864,infant-cg
320,1,500.704,502.302, come funzionerà questo trenino? ( - ),Caregiver voc,1,0.03300000000001546,within person
321,1,501.564,502.208,tu tu,Infant voc,1,-0.7379999999999995,cg-infant
322,1,502.701,503.589,tu tu,Caregiver voc,1,0.492999999999995,infant-cg
323,1,503.617,504.227,e poi? (QE),Caregiver voc,1,0.02800000000002001,within person
324,1,505.198,507.07,[CHI fa il rumore del treno] (CWOP),Infant voc,1,0.9710000000000036,cg-infant
325,1,505.4,506.209,dove va? (QE),Caregiver voc,1,-1.670000000000016,infant-cg
326,1,506.657,507.348,ma dove va? ( - ),Caregiver voc,1,0.4479999999999791,within person
327,1,508.077,508.704,xxx,Infant voc,1,0.728999999999985,cg-infant
